Chakana sotuvchi,Sotuvchi ID,Hisob-faktura sanasi,Hudud,Viloyat,Shahar,Mahsulot,Birlik narxi (so'm),Sotilgan birlik,Jami savdo (so'm),Operatsion foyda (so'm),Operatsion marja,Sotuv usuli
SneakerPro,1185732,2020-01-29,Toshkent hududi,Toshkent shahri,Chilonzor,Erkaklar kiyimi,746350,230,171660500,72097410,0.42,Onlayn
SneakerPro,1185732,2020-01-30,Toshkent hududi,Toshkent shahri,Chilonzor,Ayollar kiyimi,569250,238,135481500,47418525,0.35,Onlayn
SneakerPro,1185732,2020-01-31,Toshkent hududi,Toshkent shahri,Chilonzor,Erkaklar uchun kundalik poyabzal,569250,300,170775000,105880500,0.62,Onlayn
SneakerPro,1185732,2020-02-01,Toshkent hududi,Toshkent shahri,Chilonzor,Erkaklar uchun sport poyabzali,594550,234,139124700,57041127,0.41,Onlayn
SneakerPro,1185732,2020-02-02,Toshkent hududi,Toshkent shahri,Chilonzor,Ayollar uchun kundalik poyabzal,493350,252,124324200,62162100,0.5,Onlayn
SneakerPro,1185732,2020-02-03,Toshkent hududi,Toshkent shahri,Chilonzor,Ayollar uchun sport poyabzali,518650,239,123957350,60739102,0.49,Onlayn
SneakerPro,1185732,2020-02-04,Toshkent hududi,Toshkent shahri,Chilonzor,Erkaklar kiyimi,708400,215,152306000,63968520,0.42,Onlayn
SneakerPro,1185732,2020-02-05,Toshkent hududi,Toshkent shahri,Chilonzor,Ayollar kiyimi,619850,238,147524300,54583991,0.37,Onlayn
SneakerPro,1185732,2020-02-06,Toshkent hududi,Toshkent shahri,Chilonzor,Erkaklar uchun kundalik poyabzal,683100,317,216542700,138587328,0.64,Onlayn
SneakerPro,1185732,2020-02-07,Toshkent hududi,Toshkent shahri,Chilonzor,Erkaklar uchun sport poyabzali,632500,259,163817500,65527000,0.4,Onlayn
SneakerPro,1185732,2020-02-08,Toshkent hududi,Toshkent shahri,Chilonzor,Ayollar uchun kundalik poyabzal,581900,261,151875900,71381673,0.47,Onlayn
SneakerPro,1185732,2020-02-09,Toshkent hududi,Toshkent shahri,Chilonzor,Ayollar uchun sport poyabzali,581900,230,133837000,64241760,0.48,Onlayn
SneakerPro,1185732,2020-02-10,Toshkent hududi,Toshkent shahri,Chilonzor,Erkaklar kiyimi,746350,245,182855750,82285087,0.45,Onlayn
SneakerPro,1185732,2020-03-03,Toshkent hududi,Toshkent shahri,Chilonzor,Ayollar kiyimi,746350,290,216441500,77918940,0.36,Onlayn
SneakerPro,1185732,2020-03-04,Toshkent hududi,Toshkent shahri,Chilonzor,Erkaklar uchun kundalik poyabzal,695750,313,217769750,132839548,0.61,Onlayn
SneakerPro,1185732,2020-03-05,Toshkent hududi,Toshkent shahri,Chilonzor,Erkaklar uchun sport poyabzali,683100,270,184437000,75619170,0.41,Onlayn
SneakerPro,1185732,2020-03-06,Toshkent hududi,Toshkent shahri,Chilonzor,Ayollar uchun kundalik poyabzal,581900,278,161768200,77648736,0.48,Onlayn
SneakerPro,1185732,2020-03-07,Toshkent hududi,Toshkent shahri,Chilonzor,Ayollar uchun sport poyabzali,594550,261,155177550,69829898,0.45,Onlayn
SneakerPro,1185732,2020-03-08,Toshkent hududi,Toshkent shahri,Chilonzor,Erkaklar kiyimi,695750,252,175329000,78898050,0.45,Onlayn
SneakerPro,1185732,2020-03-09,Toshkent hududi,Toshkent shahri,Chilonzor,Ayollar kiyimi,809600,305,246928000,96301920,0.39,Onlayn
SneakerPro,1185732,2020-03-10,Toshkent hududi,Toshkent shahri,Chilonzor,Erkaklar uchun kundalik poyabzal,746350,319,238085650,142851390,0.6,Onlayn
SneakerPro,1185732,2020-03-11,Toshkent hududi,Toshkent shahri,Chilonzor,Erkaklar uchun sport poyabzali,670450,267,179010150,75184263,0.42,Onlayn
SneakerPro,1185732,2020-03-12,Toshkent hududi,Toshkent shahri,Chilonzor,Ayollar uchun kundalik poyabzal,581900,247,143729300,64678185,0.45,Onlayn
SneakerPro,1185732,2020-03-13,Toshkent hududi,Toshkent shahri,Chilonzor,Ayollar uchun sport poyabzali,581900,243,141401700,65044782,0.46,Onlayn
SneakerPro,1185732,2020-03-14,Toshkent hududi,Toshkent shahri,Chilonzor,Erkaklar kiyimi,733700,231,169484700,72878421,0.43,Onlayn
SneakerPro,1185732,2020-03-15,Toshkent hududi,Toshkent shahri,Chilonzor,Ayollar kiyimi,771650,286,220691900,88276760,0.4,Onlayn
SneakerPro,1185732,2020-03-16,Toshkent hududi,Toshkent shahri,Chilonzor,Erkaklar uchun kundalik poyabzal,733700,325,238452500,145456025,0.61,Onlayn
SneakerPro,1185732,2020-03-17,Toshkent hududi,Toshkent shahri,Chilonzor,Erkaklar uchun sport poyabzali,670450,308,206498600,84664426,0.41,Onlayn
SneakerPro,1185732,2020-03-18,Toshkent hududi,Toshkent shahri,Chilonzor,Ayollar uchun kundalik poyabzal,569250,257,146297250,67296735,0.46,Onlayn
SneakerPro,1185732,2020-03-31,Toshkent hududi,Toshkent shahri,Chilonzor,Ayollar uchun sport poyabzali,594550,241,143286550,67344678,0.47,Onlayn
Korzinka Market,1185732,2020-04-17,Toshkent hududi,Toshkent shahri,Chilonzor,Erkaklar kiyimi,683100,270,184437000,82996650,0.45,Onlayn
Korzinka Market,1185732,2020-04-18,Toshkent hududi,Toshkent shahri,Chilonzor,Ayollar kiyimi,784300,290,227447000,84155390,0.37,Onlayn
Korzinka Market,1185732,2020-04-19,Toshkent hududi,Toshkent shahri,Chilonzor,Erkaklar uchun kundalik poyabzal,708400,360,255024000,158114880,0.62,Onlayn
Korzinka Market,1185732,2020-04-20,Toshkent hududi,Toshkent shahri,Chilonzor,Erkaklar uchun sport poyabzali,632500,270,170775000,75141000,0.44,Onlayn
Korzinka Market,1185732,2020-04-21,Toshkent hududi,Toshkent shahri,Chilonzor,Ayollar uchun kundalik poyabzal,594550,268,159339400,74889518,0.47,Onlayn
Korzinka Market,1185732,2020-04-22,Toshkent hududi,Toshkent shahri,Chilonzor,Ayollar uchun sport poyabzali,594550,252,149826600,68920236,0.46,Onlayn
Korzinka Market,1185732,2020-04-23,Toshkent hududi,Toshkent shahri,Chilonzor,Erkaklar kiyimi,733700,252,184892400,73956960,0.4,Onlayn
Korzinka Market,1185732,2020-04-24,Toshkent hududi,Toshkent shahri,Chilonzor,Ayollar kiyimi,746350,280,208978000,83591200,0.4,Onlayn
Korzinka Market,1185732,2020-04-25,Toshkent hududi,Toshkent shahri,Chilonzor,Erkaklar kiyimi,809600,236,191065600,80247552,0.42,Onlayn
Korzinka Market,1185732,2020-04-26,Toshkent hududi,Toshkent shahri,Chilonzor,Ayollar kiyimi,860200,290,249458000,94794040,0.38,Onlayn
Korzinka Market,1185732,2020-04-27,Toshkent hududi,Toshkent shahri,Chilonzor,Erkaklar uchun kundalik poyabzal,759000,299,226941000,136164600,0.6,Onlayn
Korzinka Market,1185732,2020-04-28,Toshkent hududi,Toshkent shahri,Chilonzor,Erkaklar uchun sport poyabzali,670450,273,183032850,78704126,0.43,Onlayn
Korzinka Market,1185732,2020-04-29,Toshkent hududi,Toshkent shahri,Chilonzor,Ayollar uchun kundalik poyabzal,657800,258,169712400,81461952,0.48,Onlayn
Korzinka Market,1185732,2020-04-30,Toshkent hududi,Toshkent shahri,Chilonzor,Ayollar uchun sport poyabzali,632500,252,159390000,78101100,0.49,Onlayn
Korzinka Market,1185732,2020-05-01,Toshkent hududi,Toshkent shahri,Chilonzor,Erkaklar kiyimi,809600,254,205638400,86368128,0.42,Onlayn
Korzinka Market,1185732,2020-05-02,Toshkent hududi,Toshkent shahri,Chilonzor,Ayollar kiyimi,834900,263,219578700,81244119,0.37,Onlayn
Korzinka Market,1185732,2020-05-03,Toshkent hududi,Toshkent shahri,Chilonzor,Erkaklar uchun kundalik poyabzal,784300,312,244701600,156609024,0.64,Onlayn
Korzinka Market,1185732,2020-05-04,Toshkent hududi,Toshkent shahri,Chilonzor,Erkaklar uchun sport poyabzali,645150,300,193545000,81288900,0.42,Onlayn
Korzinka Market,1185732,2020-05-05,Toshkent hududi,Toshkent shahri,Chilonzor,Ayollar uchun kundalik poyabzal,683100,285,194683500,91501245,0.47,Onlayn
Korzinka Market,1185732,2020-05-06,Toshkent hududi,Toshkent shahri,Chilonzor,Ayollar uchun sport poyabzali,683100,225,153697500,70700850,0.46,Onlayn
Korzinka Market,1185732,2020-05-07,Toshkent hududi,Toshkent shahri,Chilonzor,Erkaklar kiyimi,759000,261,198099000,85182570,0.43,Onlayn
Korzinka Market,1185732,2020-07-18,Toshkent hududi,Toshkent shahri,Chilonzor,Ayollar kiyimi,860200,290,249458000,87310300,0.35,Onlayn
SportMaster,1197831,2020-07-19,Toshkent hududi,Toshkent shahri,Chilonzor,Erkaklar uchun kundalik poyabzal,303600,234,71042400,33389928,0.47,Onlayn
SportMaster,1197831,2020-07-20,Toshkent hududi,Toshkent shahri,Chilonzor,Erkaklar uchun sport poyabzali,430100,225,96772500,47418525,0.49,Onlayn
SportMaster,1197831,2020-07-21,Toshkent hududi,Toshkent shahri,Chilonzor,Ayollar uchun kundalik poyabzal,417450,210,87664500,40325670,0.46,Onlayn
SportMaster,1197831,2020-07-22,Toshkent hududi,Toshkent shahri,Chilonzor,Ayollar uchun sport poyabzali,430100,175,75267500,41397125,0.55,Onlayn
SportMaster,1197831,2020-07-23,Markaziy hudud,Samarqand viloyati,Samarqand,Erkaklar kiyimi,455400,154,70131600,30156588,0.43,Onlayn
SportMaster,1197831,2020-07-24,Markaziy hudud,Samarqand viloyati,Samarqand,Ayollar kiyimi,430100,203,87310300,55878592,0.64,Onlayn
SportMaster,1197831,2020-07-25,Markaziy hudud,Samarqand viloyati,Samarqand,Erkaklar uchun kundalik poyabzal,290950,213,61972350,30986175,0.5,Onlayn
SportMaster,1197831,2020-07-26,Markaziy hudud,Samarqand viloyati,Samarqand,Erkaklar uchun sport poyabzali,417450,255,106449750,47902387,0.45,Onlayn
SportMaster,1197831,2020-07-27,Markaziy hudud,Samarqand viloyati,Samarqand,Ayollar uchun kundalik poyabzal,404800,176,71244800,32060160,0.45,Onlayn
SportMaster,1197831,2020-07-28,Markaziy hudud,Samarqand viloyati,Samarqand,Ayollar uchun sport poyabzali,430100,175,75267500,45160500,0.6,Onlayn
SportMaster,1197831,2020-07-29,Markaziy hudud,Samarqand viloyati,Samarqand,Erkaklar kiyimi,480700,125,60087500,27039375,0.45,Onlayn
SportMaster,1197831,2020-07-30,Markaziy hudud,Samarqand viloyati,Samarqand,Ayollar kiyimi,430100,196,84299600,53108748,0.63,Onlayn
SportMaster,1197831,2020-07-31,Markaziy hudud,Samarqand viloyati,Samarqand,Erkaklar uchun kundalik poyabzal,366850,254,93179900,41930955,0.45,Onlayn
SportMaster,1197831,2020-08-01,Markaziy hudud,Samarqand viloyati,Samarqand,Erkaklar uchun sport poyabzali,493350,236,116430600,52393770,0.45,Onlayn
SportMaster,1197831,2020-08-02,Markaziy hudud,Samarqand viloyati,Samarqand,Ayollar uchun kundalik poyabzal,404800,182,73673600,36100064,0.49,Onlayn
SportMaster,1197831,2020-08-03,Markaziy hudud,Samarqand viloyati,Samarqand,Ayollar uchun sport poyabzali,468050,174,81440700,47235606,0.5800000000000001,Onlayn
SportMaster,1197831,2020-08-04,Markaziy hudud,Samarqand viloyati,Samarqand,Erkaklar kiyimi,518650,125,64831250,25932500,0.4,Onlayn
SportMaster,1197831,2020-08-05,Markaziy hudud,Samarqand viloyati,Samarqand,Ayollar kiyimi,493350,189,93243150,55945890,0.6,Onlayn
SportMaster,1197831,2020-08-06,Markaziy hudud,Samarqand viloyati,Samarqand,Erkaklar uchun kundalik poyabzal,341550,234,79922700,38362896,0.48,Onlayn
SportMaster,1197831,2020-08-07,Markaziy hudud,Samarqand viloyati,Samarqand,Erkaklar uchun sport poyabzali,480700,225,108157500,48670875,0.45,Onlayn
SportMaster,1197831,2020-08-08,Markaziy hudud,Samarqand viloyati,Samarqand,Ayollar uchun kundalik poyabzal,430100,203,87310300,40162738,0.46,Onlayn
SportMaster,1197831,2020-08-09,Markaziy hudud,Samarqand viloyati,Samarqand,Ayollar uchun sport poyabzali,455400,163,74230200,43795818,0.5900000000000001,Onlayn
Korzinka Market,1197831,2020-08-10,Markaziy hudud,Samarqand viloyati,Samarqand,Erkaklar kiyimi,531300,147,78101100,32802462,0.42,Onlayn
Korzinka Market,1197831,2020-08-11,Markaziy hudud,Samarqand viloyati,Samarqand,Ayollar kiyimi,493350,232,114457200,69818892,0.61,Onlayn
Korzinka Market,1197831,2020-08-12,Markaziy hudud,Samarqand viloyati,Samarqand,Erkaklar uchun kundalik poyabzal,366850,268,98315800,47191584,0.48,Onlayn
Korzinka Market,1197831,2020-08-13,Markaziy hudud,Samarqand viloyati,Samarqand,Erkaklar uchun sport poyabzali,480700,259,124501300,57270598,0.46,Onlayn
Korzinka Market,1197831,2020-08-14,Markaziy hudud,Samarqand viloyati,Samarqand,Ayollar uchun kundalik poyabzal,417450,225,93926250,45084600,0.48,Onlayn
Korzinka Market,1197831,2020-08-15,Markaziy hudud,Samarqand viloyati,Samarqand,Ayollar uchun sport poyabzali,493350,189,93243150,54081027,0.5800000000000001,Onlayn
Korzinka Market,1197831,2020-08-16,Markaziy hudud,Samarqand viloyati,Samarqand,Erkaklar kiyimi,531300,168,89258400,35703360,0.4,Onlayn
Korzinka Market,1197831,2020-08-17,Markaziy hudud,Samarqand viloyati,Samarqand,Ayollar kiyimi,468050,276,129181800,81384534,0.63,Onlayn
Korzinka Market,1197831,2020-08-18,Markaziy hudud,Samarqand viloyati,Samarqand,Erkaklar uchun kundalik poyabzal,493350,238,117417300,55186131,0.47,Onlayn
Korzinka Market,1197831,2020-08-19,Markaziy hudud,Samarqand viloyati,Samarqand,Erkaklar uchun sport poyabzali,531300,238,126449400,56902230,0.45,Onlayn
Korzinka Market,1197831,2020-08-20,Markaziy hudud,Samarqand viloyati,Samarqand,Ayollar uchun kundalik poyabzal,468050,232,108587600,53207924,0.49,Onlayn
Korzinka Market,1197831,2020-08-21,Markaziy hudud,Samarqand viloyati,Samarqand,Ayollar uchun sport poyabzali,480700,203,97582100,55621797,0.5700000000000001,Onlayn
Korzinka Market,1197831,2020-08-22,Markaziy hudud,Samarqand viloyati,Samarqand,Erkaklar kiyimi,518650,169,87651850,39443332,0.45,Onlayn
Korzinka Market,1197831,2020-08-23,Markaziy hudud,Samarqand viloyati,Samarqand,Ayollar kiyimi,594550,250,148637500,95128000,0.64,Onlayn
Korzinka Market,1197831,2020-08-24,Markaziy hudud,Samarqand viloyati,Samarqand,Erkaklar uchun kundalik poyabzal,468050,238,111395900,50128155,0.45,Onlayn
Korzinka Market,1197831,2020-08-25,Markaziy hudud,Samarqand viloyati,Samarqand,Erkaklar uchun sport poyabzali,531300,238,126449400,58166724,0.46,Onlayn
Korzinka Market,1197831,2020-08-26,Markaziy hudud,Samarqand viloyati,Samarqand,Ayollar uchun kundalik poyabzal,468050,319,149307950,67188578,0.45,Onlayn
Korzinka Market,1197831,2020-08-27,Markaziy hudud,Samarqand viloyati,Samarqand,Ayollar uchun sport poyabzali,455400,210,95634000,57380400,0.6,Onlayn
Korzinka Market,1197831,2020-08-28,Markaziy hudud,Samarqand viloyati,Samarqand,Erkaklar kiyimi,518650,196,101655400,40662160,0.4,Onlayn
Korzinka Market,1197831,2020-08-29,Markaziy hudud,Samarqand viloyati,Samarqand,Ayollar kiyimi,594550,293,174203150,109747984,0.63,Onlayn
Korzinka Market,1197831,2020-08-30,Markaziy hudud,Samarqand viloyati,Samarqand,Erkaklar uchun kundalik poyabzal,468050,268,125437400,61464326,0.49,Onlayn
Korzinka Market,1197831,2020-08-31,Markaziy hudud,Samarqand viloyati,Samarqand,Erkaklar uchun sport poyabzali,518650,259,134330350,60448657,0.45,Onlayn
Korzinka Market,1197831,2020-09-01,Markaziy hudud,Samarqand viloyati,Samarqand,Ayollar uchun kundalik poyabzal,493350,297,146524950,67401477,0.46,Onlayn
Korzinka Market,1197831,2020-09-02,Markaziy hudud,Samarqand viloyati,Samarqand,Ayollar uchun sport poyabzali,480700,189,90852300,53602857,0.5900000000000001,Onlayn
Korzinka Market,1197831,2020-09-03,Markaziy hudud,Samarqand viloyati,Samarqand,Erkaklar kiyimi,518650,169,87651850,35060740,0.4,Onlayn
Korzinka Market,1197831,2020-09-04,Markaziy hudud,Samarqand viloyati,Samarqand,Ayollar kiyimi,581900,225,130927500,85102875,0.65,Onlayn
Korzinka Market,1197831,2020-09-05,Markaziy hudud,Samarqand viloyati,Samarqand,Erkaklar uchun kundalik poyabzal,556600,255,141933000,68127840,0.48,Onlayn
Korzinka Market,1197831,2020-09-06,Markaziy hudud,Samarqand viloyati,Samarqand,Erkaklar uchun sport poyabzali,518650,213,110472450,50817327,0.46,Onlayn
Korzinka Market,1197831,2020-09-07,Markaziy hudud,Samarqand viloyati,Samarqand,Ayollar uchun kundalik poyabzal,581900,234,136164600,66720654,0.49,Onlayn
Korzinka Market,1197831,2020-09-08,Markaziy hudud,Samarqand viloyati,Samarqand,Ayollar uchun sport poyabzali,594550,181,107613550,59187453,0.55,Onlayn
Korzinka Market,1197831,2020-09-09,Markaziy hudud,Samarqand viloyati,Samarqand,Erkaklar kiyimi,556600,175,97405000,41884150,0.43,Onlayn
Korzinka Market,1197831,2020-09-10,Markaziy hudud,Samarqand viloyati,Samarqand,Ayollar kiyimi,632500,213,134722500,86222400,0.64,Onlayn
Korzinka Market,1197831,2020-09-11,Markaziy hudud,Samarqand viloyati,Samarqand,Erkaklar uchun kundalik poyabzal,556600,240,133584000,66792000,0.5,Onlayn
Korzinka Market,1197831,2020-09-12,Markaziy hudud,Samarqand viloyati,Samarqand,Erkaklar uchun sport poyabzali,543950,216,117493200,55221804,0.47,Onlayn
Korzinka Market,1197831,2020-09-13,Markaziy hudud,Samarqand viloyati,Samarqand,Ayollar uchun kundalik poyabzal,607200,188,114153600,53652192,0.47,Onlayn
Korzinka Market,1197831,2020-09-14,Markaziy hudud,Samarqand viloyati,Samarqand,Ayollar uchun sport poyabzali,569250,168,95634000,55467720,0.5800000000000001,Onlayn
Korzinka Market,1197831,2020-09-15,Markaziy hudud,Samarqand viloyati,Samarqand,Erkaklar kiyimi,531300,150,79695000,32674950,0.41,Onlayn
Korzinka Market,1197831,2020-09-16,Markaziy hudud,Samarqand viloyati,Samarqand,Ayollar kiyimi,670450,210,140794500,87292590,0.62,Onlayn
Korzinka Market,1197831,2020-10-20,Markaziy hudud,Samarqand viloyati,Samarqand,Erkaklar uchun kundalik poyabzal,543950,234,127284300,62369307,0.49,Onlayn
Korzinka Market,1197831,2020-10-21,Markaziy hudud,Samarqand viloyati,Samarqand,Erkaklar uchun sport poyabzali,543950,243,132179850,64768126,0.49,Onlayn
Korzinka Market,1197831,2020-10-22,Markaziy hudud,Samarqand viloyati,Samarqand,Ayollar uchun kundalik poyabzal,594550,206,122477300,58789104,0.48,Onlayn
Korzinka Market,1197831,2020-10-23,Markaziy hudud,Samarqand viloyati,Samarqand,Ayollar uchun sport poyabzali,607200,203,123261600,67793880,0.55,Onlayn
Korzinka Market,1197831,2020-10-24,Markaziy hudud,Samarqand viloyati,Samarqand,Erkaklar kiyimi,531300,195,103603500,46621575,0.45,Onlayn
Korzinka Market,1197831,2020-10-25,Markaziy hudud,Samarqand viloyati,Samarqand,Ayollar kiyimi,645150,247,159352050,98798271,0.62,Onlayn
Korzinka Market,1197831,2020-10-26,Markaziy hudud,Samarqand viloyati,Samarqand,Erkaklar uchun kundalik poyabzal,518650,238,123438700,59250576,0.48,Onlayn
Korzinka Market,1197831,2020-10-27,Markaziy hudud,Samarqand viloyati,Samarqand,Erkaklar uchun sport poyabzali,556600,285,158631000,76142880,0.48,Onlayn
Korzinka Market,1197831,2020-10-28,Markaziy hudud,Samarqand viloyati,Samarqand,Ayollar uchun kundalik poyabzal,594550,255,151610250,74289022,0.49,Onlayn
Korzinka Market,1197831,2020-10-29,Markaziy hudud,Samarqand viloyati,Samarqand,Ayollar uchun sport poyabzali,594550,182,108208100,62760698,0.5800000000000001,Onlayn
Korzinka Market,1197831,2020-10-30,Markaziy hudud,Samarqand viloyati,Samarqand,Erkaklar kiyimi,531300,169,89789700,40405365,0.45,Onlayn
Korzinka Market,1197831,2020-10-31,Markaziy hudud,Samarqand viloyati,Samarqand,Ayollar kiyimi,670450,261,174987450,108492219,0.62,Onlayn
ActiveGear,1128299,2020-11-01,Markaziy hudud,Samarqand viloyati,Samarqand,Erkaklar uchun kundalik poyabzal,468050,209,97822450,44020103,0.4500000000000001,Onlayn
ActiveGear,1128299,2020-11-02,Markaziy hudud,Samarqand viloyati,Samarqand,Erkaklar uchun sport poyabzali,619850,194,120250900,37277779,0.31,Onlayn
ActiveGear,1128299,2020-11-03,Markaziy hudud,Samarqand viloyati,Samarqand,Ayollar uchun kundalik poyabzal,581900,217,126272300,56822535,0.4500000000000001,Onlayn
ActiveGear,1128299,2020-11-04,Markaziy hudud,Samarqand viloyati,Samarqand,Ayollar uchun sport poyabzali,607200,175,106260000,42504000,0.4,Onlayn
ActiveGear,1128299,2020-11-05,G'arbiy hudud,Xorazm viloyati,Urganch,Erkaklar kiyimi,645150,161,103869150,65437564,0.63,Onlayn
ActiveGear,1128299,2020-11-06,G'arbiy hudud,Xorazm viloyati,Urganch,Ayollar kiyimi,619850,233,144425050,36106262,0.25,Onlayn
ActiveGear,1128299,2020-11-07,G'arbiy hudud,Xorazm viloyati,Urganch,Erkaklar uchun kundalik poyabzal,468050,223,104375150,52187575,0.5,Onlayn
ActiveGear,1128299,2020-11-08,G'arbiy hudud,Xorazm viloyati,Urganch,Erkaklar uchun sport poyabzali,619850,210,130168500,40352235,0.31,Onlayn
ActiveGear,1128299,2020-11-09,G'arbiy hudud,Xorazm viloyati,Urganch,Ayollar uchun kundalik poyabzal,619850,196,121490600,59530394,0.49,Onlayn
ActiveGear,1128299,2020-11-10,G'arbiy hudud,Xorazm viloyati,Urganch,Ayollar uchun sport poyabzali,594550,150,89182500,37456650,0.42,Onlayn
ActiveGear,1128299,2020-11-11,G'arbiy hudud,Xorazm viloyati,Urganch,Erkaklar kiyimi,632500,140,88550000,54015500,0.61,Onlayn
ActiveGear,1128299,2020-11-12,G'arbiy hudud,Xorazm viloyati,Urganch,Ayollar kiyimi,581900,182,105905800,29653624,0.28,Onlayn
ActiveGear,1128299,2020-11-13,G'arbiy hudud,Xorazm viloyati,Urganch,Erkaklar uchun kundalik poyabzal,619850,230,142565500,64154475,0.4500000000000001,Onlayn
ActiveGear,1128299,2020-11-14,G'arbiy hudud,Xorazm viloyati,Urganch,Erkaklar uchun sport poyabzali,733700,175,128397500,38519250,0.3,Onlayn
ActiveGear,1128299,2020-11-15,G'arbiy hudud,Xorazm viloyati,Urganch,Ayollar uchun kundalik poyabzal,695750,203,141237250,66381508,0.47,Onlayn
ActiveGear,1128299,2020-12-22,G'arbiy hudud,Xorazm viloyati,Urganch,Ayollar uchun sport poyabzali,733700,174,127663800,54895434,0.43,Onlayn
ActiveGear,1128299,2020-12-23,G'arbiy hudud,Xorazm viloyati,Urganch,Erkaklar kiyimi,784300,145,113723500,71645805,0.63,Onlayn
ActiveGear,1128299,2020-12-24,G'arbiy hudud,Xorazm viloyati,Urganch,Ayollar kiyimi,683100,210,143451000,38731770,0.27,Onlayn
ActiveGear,1128299,2020-12-25,G'arbiy hudud,Xorazm viloyati,Urganch,Erkaklar uchun kundalik poyabzal,708400,228,161515200,75912144,0.47,Onlayn
ActiveGear,1128299,2020-12-26,G'arbiy hudud,Xorazm viloyati,Urganch,Erkaklar uchun sport poyabzali,784300,203,159212900,47763870,0.3,Onlayn
ActiveGear,1128299,2020-12-27,G'arbiy hudud,Xorazm viloyati,Urganch,Ayollar uchun kundalik poyabzal,809600,210,170016000,85008000,0.5,Onlayn
ActiveGear,1128299,2020-12-28,G'arbiy hudud,Xorazm viloyati,Urganch,Ayollar uchun sport poyabzali,683100,188,128422800,52653348,0.41,Onlayn
ActiveGear,1128299,2020-12-29,G'arbiy hudud,Xorazm viloyati,Urganch,Erkaklar kiyimi,746350,152,113445200,73739380,0.65,Onlayn
ActiveGear,1128299,2020-12-30,G'arbiy hudud,Xorazm viloyati,Urganch,Ayollar kiyimi,910800,203,184892400,49920948,0.27,Onlayn
ActiveGear,1128299,2020-12-31,G'arbiy hudud,Xorazm viloyati,Urganch,Erkaklar uchun kundalik poyabzal,708400,252,178516800,89258400,0.5,Onlayn
ActiveGear,1128299,2021-01-01,G'arbiy hudud,Xorazm viloyati,Urganch,Erkaklar uchun sport poyabzali,809600,225,182160000,65577600,0.36,Onlayn
ActiveGear,1128299,2021-01-02,G'arbiy hudud,Xorazm viloyati,Urganch,Ayollar uchun kundalik poyabzal,759000,218,165462000,84385620,0.51,Onlayn
ActiveGear,1128299,2021-01-03,G'arbiy hudud,Xorazm viloyati,Urganch,Ayollar uchun sport poyabzali,708400,182,128928800,58017960,0.45,Onlayn
ActiveGear,1128299,2021-01-04,G'arbiy hudud,Xorazm viloyati,Urganch,Erkaklar kiyimi,759000,154,116886000,77144760,0.66,Onlayn
ActiveGear,1128299,2021-01-05,G'arbiy hudud,Xorazm viloyati,Urganch,Ayollar kiyimi,910800,189,172141200,56806596,0.33,Onlayn
ActiveGear,1128299,2021-01-06,G'arbiy hudud,Xorazm viloyati,Urganch,Erkaklar uchun kundalik poyabzal,708400,273,193393200,96696600,0.5,Onlayn
ActiveGear,1128299,2021-01-07,G'arbiy hudud,Xorazm viloyati,Urganch,Erkaklar uchun sport poyabzali,796950,248,197643600,73128132,0.37,Onlayn
ActiveGear,1128299,2021-01-08,G'arbiy hudud,Xorazm viloyati,Urganch,Ayollar uchun kundalik poyabzal,809600,206,166777600,91727680,0.55,Onlayn
ActiveGear,1128299,2021-01-09,G'arbiy hudud,Xorazm viloyati,Urganch,Ayollar uchun sport poyabzali,746350,210,156733500,76799415,0.49,Onlayn
ActiveGear,1128299,2021-01-10,G'arbiy hudud,Xorazm viloyati,Urganch,Erkaklar kiyimi,784300,155,121566500,80233890,0.66,Onlayn
ActiveGear,1128299,2021-01-11,G'arbiy hudud,Xorazm viloyati,Urganch,Ayollar kiyimi,910800,219,199465200,69812820,0.35,Onlayn
ActiveGear,1128299,2021-01-12,G'arbiy hudud,Xorazm viloyati,Urganch,Erkaklar uchun kundalik poyabzal,708400,277,196226800,88302060,0.4500000000000001,Onlayn
ActiveGear,1128299,2021-01-13,G'arbiy hudud,Xorazm viloyati,Urganch,Erkaklar uchun sport poyabzali,746350,245,182855750,62170955,0.34,Onlayn
ActiveGear,1128299,2021-01-14,G'arbiy hudud,Xorazm viloyati,Urganch,Ayollar uchun kundalik poyabzal,784300,248,194506400,89472944,0.46,Onlayn
ActiveGear,1128299,2021-01-15,G'arbiy hudud,Xorazm viloyati,Urganch,Ayollar uchun sport poyabzali,695750,218,151673500,60669400,0.4,Onlayn
ActiveGear,1128299,2021-01-16,G'arbiy hudud,Xorazm viloyati,Urganch,Erkaklar kiyimi,809600,233,188636800,120727552,0.64,Onlayn
ActiveGear,1128299,2021-01-17,G'arbiy hudud,Xorazm viloyati,Urganch,Ayollar kiyimi,910800,233,212216400,61542756,0.29,Onlayn
ActiveGear,1128299,2021-01-18,G'arbiy hudud,Xorazm viloyati,Urganch,Erkaklar uchun kundalik poyabzal,784300,273,214113900,98492394,0.46,Onlayn
ActiveGear,1128299,2021-01-19,G'arbiy hudud,Xorazm viloyati,Urganch,Erkaklar uchun sport poyabzali,834900,259,216239100,64871730,0.3,Onlayn
ActiveGear,1128299,2021-01-20,G'arbiy hudud,Xorazm viloyati,Urganch,Ayollar uchun kundalik poyabzal,759000,200,151800000,71346000,0.47,Onlayn
